unique_id,Primary_Name,Secondary_Name,Fathers_Name,Birthplace,Birthplace_Code,Autopopulated birthplace,Certainty_of_Birthplace,Work/Living_Place,WL_Place_code_#1,Work/Living_Place_#2,WL_Place_code_#2,Work/Living_Place_#3,WL_Place_code_#3,Work/Living_Place_#4,WL_Place_code_#4,Work/Living_Place_#5,WL_Place_code_#5,Work/Living_Place_#6,WL_Place_code_#6,Work/Living_Place_#7,WL_Place_code_#7,Work/Living_Place_#8,WL_Place_code_#8,Work/Living_Place_#9,WL_Place_code_#9,Work/Living_Place_#10,WL_Place_code_#10,Work/Living_Place_#11,WL_Place_code_#11,Work/Living_Place_#12,WL_Place_code_#12,Work/Living_Place_#13,WL_Place_code_#13,Work/Living_Place_#14,WL_Place_code_#14,Work/Living_Place_#15,WL_Place_code_#15,Work/Living_Place_#16,WL_Place_code_#16,Work/Living_Place_#17,WL_Place_code_#17,Work/Living_Place_#18,WL_Place_code_#18,Work/Living_Place_#19,WL_Place_code_#19,Endeavor,Endeavor_Code_1,Endeavor_2,Endeavor_Code_2,Endeavor_3,Endeavor_Code_3,Endeavor_4,Endeavor_Code_4,Endeavor_5,Endeavor_Code_5,Endeavor_6,Endeavor_Code_7,Endeavour_8,Endeavour_Code_8,Endeavour_9,Endeavour_Code_10,Era,Century,Fame,endeavor_1,endeavor_2,endeavor_3,endeavor_4,endeavor_5,endeavor_7,endeavor_8,endeavor_10,endeavor_6 endeavor_9 THIS CODE IS MISSING WHERE IS IT,philosophy,culture,economy,politics,military,religion
Iunius Brutus _1622,Iunius Brutus ,Lucius,NA,NA,0,#N/A,3,Greece,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,procurator,424,,,,,,,,,,,,,,,25,,0.1,4,,,,,,,,,0,0,0,1,0,0
Iunius Brutus Callaicus_1623,Iunius Brutus Callaicus,Decimus,NA,Tauresium,0,2309,1,Constantinople,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,409,teacher,110,writer,107,,,,,,,,,,,31,,0.5,2,2,2,,,,,,,0,1,0,0,0,0
Iunius Silanus_1624,Iunius Silanus,Decimus (two),C. Iunius Silaus,NA,0,#N/A,3,Macedonia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet,113,writer,107,,,,,,,,,,,,,,1,0.1,2,2,,,,,,,,0,1,0,0,0,0
Iunius Silanus_1625,Iunius Silanus,Marcus (three),M. Iunius Silanus Torquatus,Suessa Aurunca,0,#N/A,1,Asia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legal writer,409,praetor,420,,,,,,,,,,,,,27,,0.3,2,4,,,,,,,,0,1,0,1,0,0
Iunius Silanus_1626,Iunius Silanus,Decimus (one),NA,NA,0,#N/A,3,Suessa Aurunca,0,Neapolis,63,Numantia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musician,210,poet,113,,,,,,,,,,,,,4,,0.2,2,2,,,,,,,,0,1,0,0,0,0
Iunius Silanus Torquatus_1627,Iunius Silanus Torquatus,Decimus,M. Iunius Silanus Torquatus,NA,0,#N/A,3,Rome,0,Chalcis,0,Jerusalem,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stoic senator,402,,,,,,,,,,,,,,,28,,0.2,4,,,,,,,,,0,0,0,1,0,0
Iunius Silanus Torquatus_1628,Iunius Silanus Torquatus,Marcus,NA,NA,0,#N/A,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,,,,,,,,,,,,,,,24,,0.2,,,,,,,,,,0,0,0,0,0,0
Iunius Silanus Torquatus_1629,Iunius Silanus Torquatus,Lucius,M. Iunius Silanus Torquatus,Antioch,0,#N/A,3,Antioch,0,Athens,361,Constantinople,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satirist,208,,,,,,,,,,,,,,,,1,1.6,2,,,,,,,,,0,1,0,0,0,0
Iuventius Celsus Titus Aufidius Hoenius Severianus_1630,Iuventius Celsus Titus Aufidius Hoenius Severianus,Publius,NA,Africa,0,#N/A,3,Africa,0,Dacia,0, Judea,0,Parthia,0, Mesopotamia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suffect consul,407,commander,417,governor,406,,,,,,,,,,,27,,0.2,4,4,4,,,,,,,0,0,0,1,0,0
Iuventius Laterensis_1631,Iuventius Laterensis,Marcus,NA,NA,0,#N/A,3,Macedonia,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian priest,702,christian poet,113,,,,,,,,,,,,,35,,0.2,6,2,,,,,,,,0,1,0,0,0,1
Jason (two)_1632,Jason (two),,Lycophron (one),sicyon,0,#N/A,1,sicyon,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senator,402,suffect consul,407,legate,413,,,,,,,,,,,29,,0.2,4,4,4,,,,,,,0,0,0,1,0,0
Jerome (Eusebius Hieronymus)_1633,Jerome (Eusebius Hieronymus),,NA,Troas,0,2329,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,declaimer,411,teacher,110,praetor,420,writer,107,,,,,,,,,24,,0.2,2,2,4,2,,,,,,0,1,0,1,0,0
Jovian_1634,Jovian,,NA,Aequum,0,#N/A,3,Pannonia,0,Upper Dacia,0, Britain,0, Judea,0,Lower Moesia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orator,411,declaimer,411,historian,108,,,,,,,,,,,8,,0.2,2,2,1,,,,,,,1,1,0,0,0,0
Julian_1635,Julian,,Julius Constantinus,NA,0,#N/A,3,Athens,361,Africa,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,governor,406,revolutionary,504,,,,,,,,,,,,,25,,0.3,4,2,,,,,,,,0,1,0,1,0,0
Juvenal_1636,Juvenal,(Decimus Iunius Iuvenalis),NA,Syria,0,#N/A,1,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,,,,,,,,,,,,,,,23,,0.2,,,,,,,,,,0,0,0,0,0,0
Laberius_1637,Laberius,Decimus,NA,Picenum,0,#N/A,1,Picenum,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian apologist,703,teacher of rhetoric,119,poet,1113,,,,,,,,,,,35,,0.5,1,1,,,,,,,,1,0,0,0,0,0
Labienus_1638,Labienus,Quintus,Titus Labienus (one),NA,0,#N/A,3,Rome,0,Gaul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consul,407,proconsul,410,,,,,,,,,,,,,23,,0.2,4,4,,,,,,,,0,0,0,1,0,0
Lacydes_1639,Lacydes,,NA,Gaul,0,#N/A,3,Gaul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senator,402,praetor,420,legate,413,census commisioner,422,suffect consul,407,,,,,,,27,,0.3,4,4,4,4,4,,,,,0,0,0,1,0,0
Laelius_1640,Laelius,Gaius (two),(one),NA,0,#N/A,3,Britain,0,Syria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quaestor,418,,,,,,,,,,,,,,,20,,0.2,4,,,,,,,,,0,0,0,1,0,0
Laelius_1641,Laelius,Gaius (one),NA,Syria,0,#N/A,1,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrant,605,,,,,,,,,,,,,,,7,,0.5,4,,,,,,,,,0,0,0,1,0,0
Laelius Archelaus_1642,Laelius Archelaus,,NA,NA,0,#N/A,3,Rome,0,Massalia,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suffect consul,407,stoic philosopher,102,,,,,,,,,,,,,26,,0.2,4,,,,,,,,,0,0,0,1,0,0
Laevius_1643,Laevius,,NA,NA,0,#N/A,3,Rome,0,Surrentum,0,Planasia (exile),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quaestor,418,plebian aedile,421,praetor,420,consul,407,,,,,,,,,15,,0.2,4,2,4,4,,,,,,0,1,0,1,0,0
Laodice (three)_1644,Laodice (three),,Mithradates II,Greece,0,#N/A,3,Greece,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consul,407,conspirator,504,,,,,,,,,,,,,24,,0.2,4,2,,,,,,,,0,1,0,1,0,0
Laodice (two)_1645,Laodice (two),,NA,Numidia,0,#N/A,1,Germany,0,Upper Pannonia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet,113,,,,,,,,,,,,,,,37,,0.1,2,,,,,,,,,0,1,0,0,0,0
Lappius Maximus_1646,Lappius Maximus,Aulus Bucius,NA,Asia Minor,0,#N/A,3,Gaul,0,Lyons,0,rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictator,605,consul,407,,,,,,,,,,,,,20,,4.5,4,4,,,,,,,,0,0,0,1,0,0
Leochares_1647,Leochares,,NA,Sabinum,0,#N/A,1,Sabinum,0,Africa,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,land commissioner,422,aedile,421,orator,411,,,,,,,,,,,19,,0.2,4,2,2,,,,,,,0,1,0,1,0,0
Leon (one)_1648,Leon (one),,NA,NA,0,#N/A,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,royal family,602,,,,,,,,,,,,,,,22,,0.2,4,,,,,,,,,0,0,0,1,0,0
Leon (two)_1649,Leon (two),,NA,Athens,361,#N/A,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emperor,601,,,,,,,,,,,,,,,37,,1.1,4,,,,,,,,,0,0,0,1,0,0
Leonidas (two)_1650,Leonidas (two),,NA,NA,0,#N/A,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urban praetor,420,consul,407,proconsul,410,curator aquarum,305,,,,,,,,,26,,0.6,4,4,4,1,,,,,,1,0,0,1,0,0
Leotychidas II_1651,Leotychidas II,,NA,Greece,0,#N/A,3,Greece,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emperor,601,,,,,,,,,,,,,,,31,,0.3,4,,,,,,,,,0,0,0,1,0,0
Leucon (one)_1652,Leucon (one),,NA,Carthage,0,#N/A,3,Carthage,0,N. Africa,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prince,602,,,,,,,,,,,,,,,25,,0.3,4,,,,,,,,,0,0,0,1,0,0
Leucon (two)_1653,Leucon (two),,NA,NA,0,#N/A,3,Rome,0,exile,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,military tribune,425,legate,413,,,,,,,,,,,,,20,,0.3,4,4,,,,,,,,0,0,0,1,0,0
Licentius_1654,Licentius,,NA,Samosata,0,#N/A,1,Samosata,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,general,412,,,,,,,,,,,,,,,5,,0.2,4,,,,,,,,,0,0,0,1,0,0
Lichas_1655,Lichas,,Arcesilaus,NA,0,#N/A,3,Lesbos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nobility,604,rebel,504,,,,,,,,,,,,,23,,0.2,4,2,,,,,,,,0,1,0,1,0,0
Licinius_1656,Licinius,Valerius Licinianus,NA,Rhegium,68,#N/A,1,Rhegium,68,Alexandria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negotiator,411,,,,,,,,,,,,,,,21,,0.1,2,,,,,,,,,0,1,0,0,0,0
Licinius Archias_1657,Licinius Archias,Aulus  ,NA,Attaleaia,0,#N/A,3,Attaleaia,0,Crete,0,Cyrene,1028, Narbonensis,0, Aquitania,0, Africa,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Greek historian,108,jewish priest,705,,,,,,,,,,,,,25,,0.6,1,6,,,,,,,,1,0,0,0,0,1
Licinius Crassus_1658,Licinius Crassus,Marcus (two),grandson of M. Licinius Crassus (one),Magnesia,0,#N/A,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wife,606,,,,,,,,,,,,,,,24,,0.1,4,,,,,,,,,0,0,0,1,0,0
Licinius Crassus_1659,Licinius Crassus,Publius (one),NA,Dacia,0,#N/A,3,Dacia,0,Pannonia,0,Nicomedia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consul,407,naval commander,417,conspirator,504,,,,,,,,,,,20,,0.4,4,4,2,,,,,,,0,1,0,1,0,0
Licinius Lucullus_1660,Licinius Lucullus,Lucius (one),NA,Constantinople,0,#N/A,3,Mesopotamia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,governor,406,,,,,,,,,,,,,,,23,,0.4,4,,,,,,,,,0,0,0,1,0,0
Licinius Lucullus_1661,Licinius Lucullus,Lucius (two),grandson of L. Licinius Lucullus (one),NA,0,#N/A,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,,,,,,,,,,,,,,,17,,0.6,4,,,,,,,,,0,0,0,1,0,0
Licymnius (two)_1662,Licymnius (two),,NA,Gaul,0,#N/A,3,Gaul,0,Augustodunum,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,head of Middle Academy,110,,,,,,,,,,,,,,,13,,0.2,2,,,,,,,,,0,1,0,0,0,0
Livius Andronicus_1663,Livius Andronicus,Lucius,NA,Nicaea,0,#N/A,1,Nicaea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seer,309,,,,,,,,,,,,,,,,-5,0.1,5,,,,,,,,,0,0,0,0,1,0
Livius Drusus _1664,Livius Drusus ,Marcus (one),L. Aemilius Paullus,Antioch,0,#N/A,3,Rome,0,Trimerus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quaestor,418,,,,,,,,,,,,,,,23,,0.2,4,,,,,,,,,0,0,0,1,0,0
Livius Drusus _1665,Livius Drusus ,Marcus (two),M. Livius Drusus,NA,0,#N/A,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,writer,107,,,,,,,,,,,,,23,,0.4,4,2,,,,,,,,0,1,0,1,0,0
Livy_1666,Livy,,NA,NA,0,#N/A,3,Rome,0,Italy,0,Palestine,0, Caesarea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,freedman,503,,,,,,,,,,,,,,,NA,,0.1,3,,,,,,,,,0,0,1,0,0,0
Lobon_1667,Lobon,,NA,Numidia,0,#N/A,1,Numidia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emperor,601,consul,407,,,,,,,,,,,,,23,,0.3,4,4,,,,,,,,0,0,0,1,0,0
Lollia Paulina_1668,Lollia Paulina,,granddaughter of M. Lollius,NA,0,#N/A,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,praetor,420,,,,,,,,,,,,,,,19,,0.2,4,,,,,,,,,0,0,0,1,0,0
Lucilius_1669,Lucilius,Gaius (one),NA,Tarentum,0,2307,1,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,royal family,602,,,,,,,,,,,,,,,23,,0.2,4,,,,,,,,,0,0,0,1,0,0
Lucretia_1670,Lucretia,,NA,NA,0,#N/A,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grammarian,114,,,,,,,,,,,,,,,NA,,0.1,1,,,,,,,,,1,0,0,0,0,0
Lucretius_1671,Lucretius,,NA,NA,0,#N/A,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,freedman,503,conspirator,504,,,,,,,,,,,,,24,,0.2,3,2,,,,,,,,0,1,1,0,0,0
Lutatius Catulus_1672,Lutatius Catulus,Quintus (one),NA,NA,0,#N/A,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biblical translator,112,scholar,111,,,,,,,,,,,,,38,,0.9,2,1,,,,,,,,1,1,0,0,0,0
Luxorius_1673,Luxorius,,NA,Greece,0,#N/A,3,Greece,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,military commander,417,,,,,,,,,,,,,,,23,,1.2,4,,,,,,,,,0,0,0,1,0,0
Lyco_1674,Lyco,,Astyanax,Campania,0,#N/A,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,,,,,,,,,,,,,,,,4,0.1,2,,,,,,,,,0,1,0,0,0,0
Lycus (two)_1675,Lycus (two),,NA,NA,0,#N/A,3,Seville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,royal family,602,,,,,,,,,,,,,,,24,,0.1,4,,,,,,,,,0,0,0,1,0,0
Lydiadas_1676,Lydiadas,,Eudamus,NA,0,#N/A,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,,,,,,,,,,,,,,,,2,0.1,2,,,,,,,,,0,1,0,0,0,0
Lygdamus_1677,Lygdamus,,NA,NA,0,#N/A,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,,,,,,,,,,,,,,,21,,0.2,4,,,,,,,,,0,0,0,1,0,0
Lysander_1678,Lysander,,NA,NA,0,#N/A,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,,,,,,,,,,,,,,,NA,,0.1,2,,,,,,,,,0,1,0,0,0,0
Lysanias _1679,Lysanias ,,NA,Numidia,0,#N/A,1,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calvary commander,417,rebel,504,,,,,,,,,,,,,25,,0.2,4,2,,,,,,,,0,1,0,1,0,0
Lysanias _1680,Lysanias ,of Mallus,NA,Gaul,0,#N/A,3,Numidia,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian,108,,,,,,,,,,,,,,,44,,0.3,1,,,,,,,,,1,0,0,0,0,0
Lysias_1681,Lysias,,Cephalus,Syme (Simi),522,522,1,Syme,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ruler,607,pirate,502,,,,,,,,,,,,,22,,0.3,4,3,,,,,,,,0,0,1,1,0,0
Lysippus (one)_1682,Lysippus (one),,NA,Sparta,345,#N/A,1,Sparta,345,Actium,0,Cythera,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greek historian,108,,,,,,,,,,,,,,,17,,0.2,1,,,,,,,,,1,0,0,0,0,0
Lysippus (two)_1683,Lysippus (two),,NA,Paphos,1019,#N/A,1,Paphos,1019,Alexandria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian apologist,703,school founder,110,,,,,,,,,,,,,28,,0.7,1,2,,,,,,,,1,1,0,0,0,0
Licinius Imbrex_1684,Licinius Imbrex,,NA,Cottian Alps,0,#N/A,3,Cottian Alps,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wife,606,,,,,,,,,,,,,,,12,,0.2,4,,,,,,,,,0,0,0,1,0,0
Iulius Agrippa I_1685,Iulius Agrippa I,Marcus,grandson of Herod (one),NA,0,#N/A,3,Rome,0,Bithynia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orator,411,iuridicus,409,,,,,,,,,,,,,25,,0.1,2,2,,,,,,,,0,1,0,0,0,0
Iulius Valerius Alexander Polemius _1686,Iulius Valerius Alexander Polemius ,,NA,Umbria,0,2335,1,Bithynia,0,Cyrene,1028,Crete,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suffect consul,407,legate,413,proconsul,410,,,,,,,,,,,26,,0.2,4,4,4,,,,,,,0,0,0,1,0,0
Licinius Stolo_1687,Licinius Stolo,Gaius,NA,Gaul,0,#N/A,3,Gaul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet,113,,,,,,,,,,,,,,,,-6,0.2,2,,,,,,,,,0,1,0,0,0,0
Iulia (three)_1688,Iulia (three),,Augustus,Athens,361,#N/A,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,,,,,,,,,,,,,,,,-4,0.1,2,,,,,,,,,0,1,0,0,0,0
Iulius Cerialis_1689,Iulius Cerialis,,NA,Alexandria,0,#N/A,3,Judaea,0,Egypt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emperor,601,,,,,,,,,,,,,,,41,,0.2,4,,,,,,,,,0,0,0,1,0,0
Iustus_1690,Iustus,,NA,NA,0,#N/A,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sculptor,201,,,,,,,,,,,,,,,9,,0.2,2,,,,,,,,,0,1,0,0,0,0
Ligarius _1691,Ligarius ,Quintus,NA,Athens,361,#N/A,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,,,,,,,,,,,,,,,9,,0.2,2,,,,,,,,,0,1,0,0,0,0
Lycortas_1692,Lycortas,,Theridas,Sparta,345,#N/A,1,Sparta,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pope,701,,,,,,,,,,,,,,,41,,0.4,6,,,,,,,,,0,0,0,0,0,1
Iulia (five)_1693,Iulia (five),,Germanicus,Tarentum,0,#N/A,2,Tarentum,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,,,,,,,,,,,,,,,3,,0.2,4,,,,,,,,,0,0,0,1,0,0
Iulius Quadratus Bassus_1694,Iulius Quadratus Bassus,Gaius,NA,NA,0,#N/A,3,Spain,0,Lusitania,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,general,412,,,,,,,,,,,,,,,9,,0.2,4,,,,,,,,,0,0,0,1,0,0
Jordanes_1695,Jordanes,,NA,Greece,0,#N/A,3,Greece,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bodyguard of Philip II,423,commander,417,,,,,,,,,,,,,9,,0.3,4,4,,,,,,,,0,0,0,1,0,0
Lachares_1696,Lachares,,NA,Africa,0,#N/A,3,Spain,0,Lower Germany,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,,,,,,,,,,,,,,,3,,0.5,4,,,,,,,,,0,0,0,1,0,0
Lamachus_1697,Lamachus,,NA,NA,0,#N/A,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,epigrammatist,113,,,,,,,,,,,,,,,25,,0.2,2,,,,,,,,,0,1,0,0,0,0
Lollianus_1698,Lollianus,,NA,Athens,361,#N/A,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eppigramatist,113,,,,,,,,,,,,,,,11,,0.3,2,,,,,,,,,0,1,0,0,0,0
Iulius Caesar_1699,Iulius Caesar,Lucius (three),(two),NA,0,#N/A,3,Asia Minor,0,Lycia,0,Lycia,0, Pamphylia,0, Syria,0, Moesia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,epic poet,121,,,,,,,,,,,,,,,,-7,0.1,2,,,,,,,,,0,1,0,0,0,0
Iulius Caesar_1700,Iulius Caesar,Germanicus,Nero Claudius Drusus,NA,0,#N/A,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Comedy poet,118,,,,,,,,,,,,,,,6,,0.1,1,,,,,,,,,1,0,0,0,0,0
Iulius Caesar_1701,Iulius Caesar,Lucius (four),Agrippa,Mytilene,798,#N/A,2,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scientist,312,,,,,,,,,,,,,,,5,,0.3,1,,,,,,,,,1,0,0,0,0,0
Lucceius_1702,Lucceius,Lucius,NA,NA,0,#N/A,3,Rome,0,Illyricum,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,,,,,,,,,,,,,,,,-4,0.1,4,,,,,,,,,0,0,0,1,0,0
Iulia (two)_1703,Iulia (two),,Caesar,Athens,361,#N/A,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhetorician,119,teacher,110,writer,107,,,,,,,,,,,37,,0.8,1,2,2,,,,,,,1,1,0,0,0,0
Lampon_1704,Lampon,,NA,NA,0,#N/A,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emperor,601,,,,,,,,,,,,,,,35,,0.7,4,,,,,,,,,0,0,0,1,0,0
Licinius Crassus Dives Mucianus_1705,Licinius Crassus Dives Mucianus,Publius,NA,Pherae,414,#N/A,1,Pherae,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet,113,,,,,,,,,,,,,,,20,,0.2,2,,,,,,,,,0,1,0,0,0,0
Licinius Mucianus_1706,Licinius Mucianus,Gaius,NA,Danube,0,#N/A,3,Moontiacum,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senator (gerousia),402,,,,,,,,,,,,,,,38,,0.2,4,,,,,,,,,0,0,0,1,0,0
Lysis (two)_1707,Lysis (two),,NA,Thagaste,0,#N/A,1,Thagaste,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet,113,,,,,,,,,,,,,,,38,,0.2,2,,,,,,,,,0,1,0,0,0,0
Iulius Caesar_1708,Iulius Caesar,Lucius (two),(one),Sparta,345,#N/A,1,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,427,orator,411,poet,113,,,,,,,,,,,20,,0.3,4,2,2,,,,,,,0,1,0,1,0,0
Iulius Civilis_1709,Iulius Civilis,Gaius,NA,Athens,361,#N/A,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orator,411,lawyer,409,,,,,,,,,,,,,18,,0.5,2,2,,,,,,,,0,1,0,0,0,0
Lycophron (two)_1710,Lycophron (two),,NA,Stridon,0,#N/A,1,Rome,0,Trier,0,Antioch,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,praetor,420,consul,407,censor,404,,,,,,,,,,,20,,1,4,4,2,,,,,,,0,1,0,1,0,0
Isocrates_1711,Isocrates,,NA,Cyrene,1028,#N/A,1,Cyrene,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tribune,425,consul,407,,,,,,,,,,,,,19,,0.2,4,4,,,,,,,,0,0,0,1,0,0
Iulius Cornutus Tertullus_1712,Iulius Cornutus Tertullus,Gaius,NA,NA,0,#N/A,3,Gaul,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consul,407,,,,,,,,,,,,,,,16,,0.1,4,,,,,,,,,0,0,0,1,0,0
Iulius Paulus_1713,Iulius Paulus,,NA,Gaul,0,#N/A,3,Gaul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calvary commander,417,legate,413,,,,,,,,,,,,,19,,0.2,4,4,,,,,,,,0,0,0,1,0,0
Iulius Verus_1714,Iulius Verus,Gnaeus,Sextus Iulius Severus,Rome,0,#N/A,1,Rome,0,Artagira,0,Italy,0, Lycia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin poet,113,,,,,,,,,,,,,,,14,,0.1,2,,,,,,,,,0,1,0,0,0,0
Iulius Victor_1715,Iulius Victor,Gaius,NA,NA,0,#N/A,3,Rome,0,Pontia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consul,407,quaestor,418,proquaestor,418,aedile,421,,,,,,,,,19,,0.8,4,4,4,2,,,,,,0,1,0,1,0,0
